Labels,Feature_0,Product_Name,Feature_1,Feature_2
1.0,reviewing tablet amazon time extra us keep living room,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.0,4.0
1.0,great reading books surfing social media lots apps games enjoy,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.4111111111111112,4.0
1.0,good producti like best buyexcellent service,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.85,4.0
1.0,great browsing streaming everyday web usage,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.30000000000000004,5.0
1.0,lightweight convenient use love new kindle,Kindle Oasis Ereader with Leather Charging Cover  Merlot  HighResolution Display  ppi WiFi  Includes Special Offers,0.3181818181818182,5.0
1.0,love idea needs resources information lot info could accessed,Amazon Fire TvAmazon Fire Tv,0.5,4.0
1.0,tablet fast daughter loves play also read books,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.2,5.0
1.0,wonderful value moneyclear display great color,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.9,5.0
1.0,definitely rolls royce ereaders love new features upgraded paperwhite voyage,Kindle Voyage Ereader  HighResolution Display  ppi with Adaptive Builtin Light PagePress Sensors WiFi  Includes Special Offers,0.21212121212121213,5.0
1.0,coolest gadget bought never imagined would use much way cool,Echo WhiteEcho White,0.275,5.0
1.0,daughter law love able experience convenience shipped,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.5,5.0
1.0,years old love new tablet price ita steal,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.24545454545454545,4.0
1.0,got early christmas present sound pretty good small speaker echo controlling lights furnace av system set easy,Amazon  Amazon Tap Portable Bluetooth and WiFi Speaker  BlackAmazon  Amazon Tap Portable Bluetooth and WiFi Speaker  Black,0.2333333333333333,5.0
1.0,wife dearly loves communicating alexa constantly asking alexa information time weather music almost everything internet offer,Echo WhiteEcho White,0.0,5.0
1.0,excellent first time ereader worth buy,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.5166666666666667,4.0
1.0,great fun use easy used automate house set schedule,Amazon Fire TvAmazon Fire Tv,0.5111111111111112,5.0
1.0,eighth kindle others either lost screendamaged bought spare current model better looking earlier versions white case sturdier improved screen great price also wish would bought two,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.26,4.0
1.0,purchased one years ago mother replacement kindle fire different features keeps mother busy mind games sure help long trip italy,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.13749999999999998,5.0
1.0,excellent product occasionally misunderstand seem clear commands know want say like pauses speech seems integrate well compatible devices love able use adjust room temperature lighting bed,Amazon Fire TvAmazon Fire Tv,0.42,4.0
1.0,alexa great addition home would recommend anybody,Echo WhiteEcho White,0.8,4.0
1.0,great buy black friday easy use portable,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.3555555555555556,5.0
1.0,easy read light battery seems last forever size weight easy carry along everywhere,Amazon Kindle Paperwhite  eBook reader   GB   monochrome Paperwhite  touchscreen  WiFi  black,0.31666666666666665,5.0
1.0,counting back th kindle since came never replace one died sometimes want newer features one replace older books unit starting uncooperative take work reading lunch would probably gotten another reading unit like paperwhite less expensivepluses carry movies music etc like kindle hd fire easily let shop amazon access free underground apps really need games though simple useminus uses power quickly like kindle fire hd charge daily every day set password highly recommended prevent unauthorized uses purchases given minor problems books marking different page stopped links kindles go page well reason accessories like cases expensive want store good deal require sd chip gb,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.11177777777777777,4.0
1.0,omg product excelent good batery hd screen love,Amazon Kindle Paperwhite  eBook reader   GB   monochrome Paperwhite  touchscreen  WiFi  black,0.6,5.0
1.0,love alexa intelligent son loves also get discount amazon music hook echo tvs lights tell want,Amazon Fire TvAmazon Fire Tv,0.65,5.0
1.0,finally upgraded kindle adore everything,Amazon Kindle Paperwhite  eBook reader   GB   monochrome Paperwhite  touchscreen  WiFi  black,0.0,5.0
1.0,like use integration lights thermostat asking alexa answers questions needs lot help sirius much better providing accurate info,Echo WhiteEcho White,0.4500000000000001,4.0
-1.0,great playing englishlanguage music may try connect light switches socketss something like nest answering questions history societyit fails,Amazon Fire TvAmazon Fire Tv,0.2333333333333334,1.0
1.0,like ipad helpful son learned alot hope help kids prepare pre k,Fire Kids Edition Tablet  Display WiFi  GB Green KidProof Case,0.0,3.0
1.0,wonderful educational tool niece special needs,Fire Kids Edition Tablet  Display WiFi  GB Green KidProof Case,0.5357142857142857,5.0
1.0,really good product super fast great screen would buy,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.5083333333333333,5.0
1.0,listen echo every day great amazon music types music working turning lights,Amazon Fire TvAmazon Fire Tv,0.8,5.0
1.0,daughters love use fire work well wifi,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.5,5.0
1.0,bought echo white think looks better black one also bought dot bedroom get insteon starter kit use alexa control plug lamps works well recommend buying,Echo WhiteEcho White,0.11111111111111112,5.0
1.0,speaker sounds rich loud even loudest alexa still responds call fast responses ability sync products exactly want work,Echo WhiteEcho White,0.23125,5.0
1.0,echo easy set also easy learn use gift wife loves,Echo WhiteEcho White,0.43333333333333335,4.0
-1.0,hate organization apps,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,-0.8,1.0
1.0,great tablet price kid loves alot reading,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.8,5.0
1.0,simple set easy use looking start add smart home way go,Echo WhiteEcho White,0.21587301587301588,5.0
1.0,great product love kindle ereaders light fast excellent,Kindle Voyage Ereader  HighResolution Display  ppi with Adaptive Builtin Light PagePress Sensors WiFi  Includes Special Offers,0.5800000000000001,5.0
1.0,affordable use everyday kids use watch kid videos prime kid apps bought super tough case lasted long time,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,-0.0763888888888889,5.0
1.0,holds charge easy use great tablet,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.6166666666666667,5.0
1.0,tablet week love im gadgetly inclined person know wantedneeded tablet must say expectations met exceeded price drops paid im definitely buying another christmas shopping never starts early,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.2,5.0
1.0,easy use convenient need check look something quickly low price good incentives try product,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.37777777777777777,5.0
1.0,got year old granddaughter christmas plays till recharge loves great little tablet host capabilities,Fire Kids Edition Tablet  Display WiFi  GB Green KidProof Case,0.2375,5.0
1.0,used gift receiver said delighted would begin using immediately,Amazon Fire TvAmazon Fire Tv,0.7,4.0
1.0,used kindle ereaders since amazon introduced years ago good products new model worthwhile upgrade oasis exception even highly touted voyage model expensive lightweight design improved backlighting battery cover worth additional expense someone reads frequently definitely good investment,Kindle Oasis Ereader with Leather Charging Cover  Merlot  HighResolution Display  ppi WiFi  Includes Special Offers,0.2851948051948052,5.0
1.0,turns fans lights water sprinklers changes thermostat temperature entertains,Amazon Fire TvAmazon Fire Tv,0.0,5.0
1.0,prob original one purchased bedt buy replaced hassle free,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.3875,5.0
1.0,love item really amazing,Amazon Fire TvAmazon Fire Tv,0.55,5.0
1.0,wife bought product office love play songs get weather,Amazon Fire TvAmazon Fire Tv,0.5,5.0
1.0,great item easy connect wifi small enough fit purse,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.2766666666666667,5.0
1.0,purchased grandson works great used mainly reading games easy setup problems register get online,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.4666666666666666,5.0
1.0,fancy tv lights alexa control love music weather adding stuff lists calendar games husband plays jeopardy magic door etc trivia daily news also awesome,Amazon W PowerFast Official OEM USB Charger and Power Adapter for Fire Tablets and Kindle eReadersAmazon W PowerFast Official OEM USB Charger and Power Adapter for Fire Tablets and Kindle eReaders,0.5,5.0
1.0,tablet huge lifesaver movies son tablet also games games keeps whole family happy super userfriendly even one year old figure connecting wifi super simple amazing features speakers amazing catch things movies watch tablet tv around family friendly tablet,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.3741666666666667,5.0
1.0,text clear nice battery die every days like conventional tablet,Kindle Voyage Ereader  HighResolution Display  ppi with Adaptive Builtin Light PagePress Sensors WiFi  Includes Special Offers,0.18571428571428567,5.0
1.0,brought one wished items adoptafamily appeared nice device viewing email social media entertainment,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.31666666666666665,4.0
1.0,amazon produced great line ereaders improve generation update model cant go wrong kindle paperwhite used kindle reader devices made used best kindle bought best buy couldnt wait start reading,Amazon Kindle Paperwhite  eBook reader   GB   monochrome Paperwhite  touchscreen  WiFi  black,0.575,5.0
1.0,love easy kindle operate intuitive requires short learning curve also one economical ways read books,Fire Tablet  Display WiFi  GB  Includes Special Offers Black,0.3083333333333333,5.0
1.0,easy set use use time set alarms check weather turn lights listen music etc liked much bought one mom brother christmas,Echo WhiteEcho White,0.41111111111111104,5.0
1.0,sub kindle fire pretty much falls disposable said fantastic little tablet good enough almost anything would want doonly downside mono speaker little issue listening music speakers wearing headphones sound quality ok get stereo,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.2305555555555556,4.0
1.0,best affordable option kindle devices available,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.7,5.0
1.0,bought echo alexa family loves entertainment ask alexa get music answers almost everything best thing great sale price get free entertainment best recommend families individuals disappointed amazon created monster,Amazon  Amazon Tap Portable Bluetooth and WiFi Speaker  BlackAmazon  Amazon Tap Portable Bluetooth and WiFi Speaker  Black,0.4900000000000001,5.0
1.0,great device purchased uncle device works great needs use mainly games reading,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.5888888888888889,5.0
1.0,love fact parental controls manage tablet usage,Certified Refurbished Amazon Fire TV Previous Generation  stCertified Refurbished Amazon Fire TV Previous Generation  st,0.5,4.0
1.0,complaint get year free amazon free time first year start getting charged till cancel,Fire Kids Edition Tablet  Display WiFi  GB Green KidProof Case,0.1875,4.0
1.0,bought son likes good alternate expensive tables,Brand New Amazon Kindle Fire gb  Ips Display Tablet Wifi  Gb Blue,0.06666666666666665,5.0
1.0,much information put fingertips love unit going buy one grandson,Echo WhiteEcho White,0.35,5.0
1.0,fun cute wish would,Echo WhiteEcho White,0.4,4.0
1.0,impressed quality speed tablet little worried access google play store big issue far speed functionality battery life exceeded expectations,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.228125,5.0
1.0,really like smaller size backlight compared last kindle touch,Kindle Voyage Ereader  HighResolution Display  ppi with Adaptive Builtin Light PagePress Sensors WiFi  Includes Special Offers,0.06666666666666668,4.0
1.0,purchased drawing business everyone excited prize,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.375,5.0
1.0,love thats wife son daughterin law grandgirls love,Echo WhiteEcho White,0.5,1.0
1.0,bought item goddaughter loves easy use durable reasonable price great features,Echo WhiteEcho White,0.4777777777777778,4.0
1.0,love tablet size fits perfectly one hand display wonderful loaded apps reading absolute best,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.74,5.0
1.0,great product useful conventional alexa best,Amazon Fire TvAmazon Fire Tv,0.4892857142857143,5.0
1.0,greta screen great price easy work either using amazon book service side loading,Amazon Kindle Paperwhite  eBook reader   GB   monochrome Paperwhite  touchscreen  WiFi  black,0.6166666666666667,5.0
1.0,use amazon echo everything news updates weather report playing favorite music controling lights home complaints love,Amazon Fire TvAmazon Fire Tv,0.5,5.0
1.0,love echo still new process learning use listening music great pleasure sound rich enjoyable look forward learning installing echocompatible products home,Amazon Fire TvAmazon Fire Tv,0.4518939393939394,5.0
1.0,nice little tablet paid black friday regular price would probably gone something little less restricted without much amazon content lock screen ads much problem understand amazon sells cheap gets back via ads amazon apps little much would easier stomach could add ones want remove ones dont said able install google play store tablet everything need overall pretty happy purchase nice new toy one note online photos magenta looks purple actually pink like purple get black one purple case,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.1361931818181818,4.0
1.0,easy useand also easy handle portablewith news app informative would raccomend tablet anyone craves portability great also prime members,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.5555555555555556,5.0
1.0,love love love tablet old hp tablet finally quit working check around would serve needs,Fire Tablet  Display WiFi  GB  Includes Special Offers Black,0.32,5.0
1.0,needed took back get bigger size,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.0,3.0
1.0,love tablet everything need tomy problem family falls love give mine away good would rd onethe thing would change silly ads even worse browser solid product,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.13333333333333333,4.0
1.0,bought tablet songreat battery life shipped fastgreat value,Brand New Amazon Kindle Fire gb  Ips Display Tablet Wifi  Gb Blue,0.0,5.0
1.0,replaced original kindle got dropped screen longer readable turned new kindle charging books already anything,Amazon Kindle Paperwhite  eBook reader   GB   monochrome Paperwhite  touchscreen  WiFi  black,0.2556818181818182,5.0
1.0,great tablet simple actually bought children far simple use enough storage apps like far issues,Echo WhiteEcho White,0.14285714285714285,4.0
1.0,bought granddaughter absolutely loves reviews excellent,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.6,5.0
1.0,saw friends house thought would fun looking forward added function future enjoy talking alexa every morning evening get home play spotify music heart radio speaker works great enjoy new toy,Echo WhiteEcho White,0.33939393939393936,5.0
1.0,bought gift niece loves works well user friendly even year old priced feel good value would recommend,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.3916666666666666,5.0
1.0,excellent product works flawlessly handy,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.8,4.0
1.0,great product great teenagers read play,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.8,5.0
1.0,love adult toy serious abilities one work purchased one home son loved much bought one take college send message asking alexa send message much easy set,Amazon  Amazon Tap Portable Bluetooth and WiFi Speaker  BlackAmazon  Amazon Tap Portable Bluetooth and WiFi Speaker  Black,0.26666666666666666,5.0
1.0,glare anywhereeven beach also read dark problems,Amazon Kindle Paperwhite  eBook reader   GB   monochrome Paperwhite  touchscreen  WiFi  black,-0.15,5.0
1.0,bought grandson hit easy use,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.43333333333333335,5.0
1.0,purchased stepdaughter well dad longer together divorced yrs ago parents could purchase merry christmas little one loves easy learn great pictures,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.34861111111111115,3.0
1.0,good tablet serves many functions amazon great brand,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.6666666666666666,5.0
1.0,bought grandson christmas loves,Amazon Kindle Paperwhite  eBook reader   GB   monochrome Paperwhite  touchscreen  WiFi  black,0.0,5.0
-1.0,companies play nice customers win product fairly novel completely bought amazon ecosystem would use way played nice apple services know competitor companies goals build awesome product customer play nice,Amazon W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReadersAmazon W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders,0.6285714285714284,3.0
1.0,daughter loves tablet purchased christmas found great bumper case amazon cheap awesome deal,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.7333333333333334,5.0
1.0,great tablet beginner get used technology,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.8,5.0
1.0,love product everyone needs one listen favorite music use timer kitchen ask question get answers,Amazon Fire TvAmazon Fire Tv,0.5,5.0
1.0,described would recommend friend,Fire Kids Edition Tablet  Display WiFi  GB Green KidProof Case,0.0,5.0
1.0,loved price good gb memory phenomenal,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.6333333333333333,5.0
1.0,excellent kids thing like difficult go kids web pages typing web address set kids profile plus takes away easy access camera kids love may set wrong come printed instructions tech savvy item extremely durable great fun kids,Amazon Kindle Paperwhite  eBook reader   GB   monochrome Paperwhite  touchscreen  WiFi  black,0.2385416666666667,4.0
1.0,like product still getting learn use,Echo WhiteEcho White,0.0,5.0
1.0,love new tablet expandable memory,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.3181818181818182,5.0
1.0,purchased yr old granddaughter primarily uses netflix works great,AllNew Fire HD  Tablet  HD Display WiFi  GB  Includes Special Offers Magenta,0.43333333333333335,5.0
1.0,christmas present spouse asked happy wife equals happy life,Amazon Kindle Paperwhite  eBook reader   GB   monochrome Paperwhite  touchscreen  WiFi  black,0.5333333333333333,5.0
1.0,love fact kindle expansion slot add memory movie music book downloads awesome,Brand New Amazon Kindle Fire gb  Ips Display Tablet Wifi  Gb Blue,0.75,5.0
1.0,great tablet right size wish cord longer still really good stays charged right amount time,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.5178571428571429,5.0
1.0,grandson loves plays time loves app store,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.0,5.0
1.0,second kindle purchased love kindle like every time device upgraded upgrades annoying kindle home page changed lists reading list library press library choose new book list books could leave home page showing small pictures books bought idea reading list lists books never heard authors topics interest still would recommend kindle anyone reads books screen easy read make fonts bigger smaller feel battery lasts longer old one easy charge thin lightweight pretty much carry kindle wherever go anyone buys kindle definitely disappointed,Amazon Kindle Paperwhite  eBook reader   GB   monochrome Paperwhite  touchscreen  WiFi  black,-0.010497835497835496,5.0
1.0,recognizes commands say recognize however either scream loudly nearby want hear commands,Echo WhiteEcho White,0.1,4.0
1.0,purchased christmas daughter small size allows easily carried around handled enjoy reading kindle books,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.19444444444444445,5.0
1.0,got black friday great deal ads kind annoying ads go away turn tablet bit distracting times however small price pay nice tablet nice little device keep hand web browsing watching netflix bed,Fire Tablet  Display WiFi  GB  Includes Special Offers Magenta,0.14947916666666666,4.0
1.0,version makes incredibly easy read much better ipad,Amazon Kindle Paperwhite  eBook reader   GB   monochrome Paperwhite  touchscreen  WiFi  black,0.4666666666666667,5.0
1.0,awesome tablet wife loves got present read books surf net watch hulu netflix real cheap,Fire Tablet  Display WiFi  GB  Includes Special Offers Black,0.4,5.0
